10	0.946419	0.01	0.0100023	2.30427e-06
11	1.49997	0.011	0.011	7.72264e-09
11	1.49997	0.011	0.0110024	2.4342e-06
0	0.00946438	999	2.10299e-05	-999
1	0.015	0.001	0.00100001	7.62593e-09
2	0.0237733	0.002	0.00200001	7.64567e-09
3	0.0376781	0.003	0.00300001	7.62783e-09
4	0.0597157	0.004	0.00400001	7.58874e-09
5	0.0946428	0.005	0.00500001	7.53943e-09
6	0.149998	0.006	0.00600001	7.49066e-09
7	0.237731	0.007	0.00700001	7.45112e-09
8	0.376778	0.008	0.00800001	7.42091e-09
9	0.597151	0.009	0.00900001	7.39247e-09
10	0.946419	0.01	0.01	7.35845e-09
11	1.49997	0.011	0.011	7.31215e-09
1	0.015	0.001	0.00100001	7.95713e-09
2	0.0237733	0.002	0.00200001	7.9199e-09
3	0.0376781	0.003	0.00300001	7.86468e-09
4	0.0597157	0.004	0.00400001	7.80059e-09
5	0.0946428	0.005	0.00500001	7.73638e-09
6	0.149998	0.006	0.00600001	7.6816e-09
7	0.237731	0.007	0.00700001	7.63937e-09
8	0.376778	0.008	0.00800001	7.60394e-09
9	0.597151	0.009	0.00900001	7.5666e-09
10	0.946419	0.01	0.01	7.523e-09
11	1.49997	0.011	0.011	7.64481e-09
1	0.015	0.001	0.00100001	7.888e-09
2	0.0237733	0.002	0.00200001	7.8364e-09
3	0.0376781	0.003	0.00300001	7.77238e-09
4	0.0597157	0.004	0.00400001	7.70417e-09
5	0.0946428	0.005	0.00500001	7.64147e-09
6	0.149998	0.006	0.00600001	7.59145e-09
7	0.237731	0.007	0.00700001	7.55252e-09
8	0.376778	0.008	0.00800001	7.51658e-09
9	0.597151	0.009	0.00900001	7.47544e-09
10	0.946419	0.01	0.01	7.42624e-09
11	1.49997	0.011	0.011	7.37375e-09
1	0.015	0.001	0.00100001	7.6306e-09
2	0.0237733	0.002	0.00200001	7.63139e-09
3	0.0376781	0.003	0.00300001	7.6031e-09
4	0.0597157	0.004	0.00400001	7.55864e-09
5	0.0946428	0.005	0.00500001	7.50993e-09
6	0.149998	0.006	0.00600001	7.46852e-09
7	0.237731	0.007	0.00700001	7.43829e-09
8	0.376778	0.008	0.00800001	7.41323e-09
9	0.597151	0.009	0.00900001	7.38439e-09
10	0.946419	0.01	0.01	7.34527e-09
11	1.49997	0.011	0.011	7.38006e-09
0	0.00946438	999	2.10933e-05	-999
1	0.015	0.001	0.00100001	7.72179e-09
1	0.015	0.001	0.00100078	7.78553e-07
2	0.0237733	0.002	0.00200001	7.72727e-09
2	0.0237733	0.002	0.00200093	9.30605e-07
3	0.0376781	0.003	0.00300001	7.70039e-09
3	0.0376781	0.003	0.00300107	1.07454e-06
4	0.0597157	0.004	0.00400001	7.65517e-09
4	0.0597157	0.004	0.00400121	1.21466e-06
5	0.0946428	0.005	0.00500001	7.60296e-09
5	0.0946428	0.005	0.00500135	1.35279e-06
6	0.149998	0.006	0.00600001	7.55631e-09
6	0.149998	0.006	0.00600149	1.48985e-06
7	0.237731	0.007	0.00700001	7.52257e-09
7	0.237731	0.007	0.00700163	1.62625e-06
8	0.376778	0.008	0.00800001	7.49719e-09
8	0.376778	0.008	0.00800176	1.76225e-06
9	0.597151	0.009	0.00900001	7.46962e-09
9	0.597151	0.009	0.0090019	1.89801e-06
10	0.946419	0.01	0.01	7.43247e-09
10	0.946419	0.01	0.010002	2.03363e-06
11	1.49997	0.011	0.011	7.38727e-09
11	1.49997	0.011	0.0110022	2.16915e-06
0	0.00946438	999	2.00022e-05	-999
0	0.00946438	999	2.11417e-05	-999
1	0.015	0.001	0.00100001	7.96501e-09
1	0.015	0.001	0.00100103	1.03495e-06
2	0.0237733	0.002	0.00200001	7.91158e-09
2	0.0237733	0.002	0.00200117	1.17263e-06
3	0.0376781	0.003	0.00300001	7.84855e-09
3	0.0376781	0.003	0.00300131	1.3079e-06
4	0.0597157	0.004	0.00400001	7.78138e-09
4	0.0597157	0.004	0.00400144	1.44185e-06
5	0.0946428	0.005	0.00500001	7.71728e-09
5	0.0946428	0.005	0.00500158	1.575e-06
6	0.149998	0.006	0.00600001	7.66434e-09
6	0.149998	0.006	0.00600171	1.7077e-06
7	0.237731	0.007	0.00700001	7.62391e-09
7	0.237731	0.007	0.00700184	1.84012e-06
8	0.376778	0.008	0.00800001	7.58941e-09
8	0.376778	0.008	0.00800197	1.97236e-06
9	0.597151	0.009	0.00900001	7.55205e-09
9	0.597151	0.009	0.0090021	2.10451e-06
10	0.946419	0.01	0.01	7.50651e-09
10	0.946419	0.01	0.0100022	2.23661e-06
11	1.49997	0.011	0.011	7.67528e-09
11	1.49997	0.011	0.0110024	2.36868e-06
0	0.00946438	999	2.1121e-05	-999
1	0.015	0.001	0.00100001	7.79281e-09
1	0.015	0.001	0.00100098	9.79241e-07
2	0.0237733	0.002	0.00200001	7.75021e-09
2	0.0237733	0.002	0.00200112	1.11853e-06
3	0.0376781	0.003	0.00300001	7.69236e-09
3	0.0376781	0.003	0.00300125	1.25492e-06
4	0.0597157	0.004	0.00400001	7.62891e-09
4	0.0597157	0.004	0.00400139	1.3897e-06
5	0.0946428	0.005	0.00500001	7.57107e-09
5	0.0946428	0.005	0.00500152	1.5236e-06
6	0.149998	0.006	0.00600001	7.52695e-09
6	0.149998	0.006	0.00600166	1.65698e-06
7	0.237731	0.007	0.00700001	7.49436e-09
7	0.237731	0.007	0.00700179	1.79004e-06
8	0.376778	0.008	0.00800001	7.46361e-09
8	0.376778	0.008	0.00800192	1.92292e-06
9	0.597151	0.009	0.00900001	7.42593e-09
9	0.597151	0.009	0.00900206	2.0557e-06
10	0.946419	0.01	0.01	7.37596e-09
10	0.946419	0.01	0.0100022	2.18843e-06
11	1.49997	0.011	0.011	7.24102e-09
11	1.49997	0.011	0.0110023	2.32225e-06
1	0.015	0.001	0.00100001	8.02235e-09
2	0.0237733	0.002	0.00200001	7.95123e-09
3	0.0376781	0.003	0.00300001	7.87799e-09
4	0.0597157	0.004	0.00400001	7.81095e-09
5	0.0946428	0.005	0.00500001	7.75391e-09
6	0.149998	0.006	0.00600001	7.7064e-09
7	0.237731	0.007	0.00700001	7.66305e-09
8	0.376778	0.008	0.00800001	7.61602e-09
9	0.597151	0.009	0.00900001	7.56098e-09
10	0.946419	0.01	0.01	7.48549e-09
11	1.49997	0.011	0.011	7.7508e-09
1	0.015	0.001	0.00100001	7.35958e-09
1	0.015	0.001	0.00100082	8.20152e-07
2	0.0237733	0.002	0.00200001	7.36906e-09
2	0.0237733	0.002	0.00200097	9.68746e-07
3	0.0376781	0.003	0.00300001	7.34804e-09
3	0.0376781	0.003	0.00300111	1.11095e-06
4	0.0597157	0.004	0.00400001	7.3096e-09
4	0.0597157	0.004	0.00400125	1.24995e-06
5	0.0946428	0.005	0.00500001	7.26473e-09
5	0.0946428	0.005	0.00500139	1.38723e-06
6	0.149998	0.006	0.00600001	7.22479e-09
6	0.149998	0.006	0.00600152	1.52357e-06
7	0.237731	0.007	0.00700001	7.19597e-09
7	0.237731	0.007	0.00700166	1.65935e-06
8	0.376778	0.008	0.00800001	7.17438e-09
8	0.376778	0.008	0.00800179	1.79476e-06
9	0.597151	0.009	0.00900001	7.15102e-09
9	0.597151	0.009	0.00900193	1.92996e-06
10	0.946419	0.01	0.01	7.11976e-09
10	0.946419	0.01	0.0100021	2.06502e-06
11	1.49997	0.011	0.011	7.08449e-09
11	1.49997	0.011	0.0110022	2.19999e-06
0	0.00946438	999	2.112e-05	-999
1	0.015	0.001	0.00100001	7.93617e-09
1	0.015	0.001	0.00100107	1.07078e-06
2	0.0237733	0.002	0.00200001	7.87962e-09
2	0.0237733	0.002	0.00200121	1.20928e-06
3	0.0376781	0.003	0.00300001	7.81259e-09
3	0.0376781	0.003	0.00300135	1.34566e-06
4	0.0597157	0.004	0.00400001	7.74627e-09
4	0.0597157	0.004	0.00400148	1.48085e-06
5	0.0946428	0.005	0.00500001	7.69104e-09
5	0.0946428	0.005	0.00500162	1.61535e-06
6	0.149998	0.006	0.00600001	7.64963e-09
6	0.149998	0.006	0.00600175	1.74942e-06
7	0.237731	0.007	0.00700001	7.61593e-09
7	0.237731	0.007	0.00700188	1.8832e-06
8	0.376778	0.008	0.00800001	7.58039e-09
8	0.376778	0.008	0.00800202	2.0168e-06
9	0.597151	0.009	0.00900001	7.53653e-09
9	0.597151	0.009	0.00900215	2.15029e-06
10	0.946419	0.01	0.01	7.48326e-09
10	0.946419	0.01	0.0100023	2.28371e-06
11	1.49997	0.011	0.011	7.46622e-09
11	1.49997	0.011	0.0110024	2.41708e-06
1	0.015	0.001	0.00100001	7.73322e-09
1	0.015	0.001	0.00100089	8.93224e-07
2	0.0237733	0.002	0.00200001	7.71524e-09
2	0.0237733	0.002	0.00200104	1.03759e-06
3	0.0376781	0.003	0.00300001	7.67417e-09
3	0.0376781	0.003	0.00300118	1.17742e-06
4	0.0597157	0.004	0.00400001	7.62147e-09
4	0.0597157	0.004	0.00400131	1.3149e-06
5	0.0946428	0.005	0.00500001	7.56924e-09
5	0.0946428	0.005	0.00500145	1.4511e-06
6	0.149998	0.006	0.00600001	7.5268e-09
6	0.149998	0.006	0.00600159	1.58656e-06
7	0.237731	0.007	0.00700001	7.49479e-09
7	0.237731	0.007	0.00700172	1.72157e-06
8	0.376778	0.008	0.00800001	7.46605e-09
8	0.376778	0.008	0.00800186	1.85628e-06
9	0.597151	0.009	0.00900001	7.43196e-09
9	0.597151	0.009	0.00900199	1.99082e-06
10	0.946419	0.01	0.01	7.38807e-09
10	0.946419	0.01	0.0100021	2.12525e-06
11	1.49997	0.011	0.011	7.80465e-09
11	1.49997	0.011	0.0110023	2.25958e-06
0	0.00946438	999	2.10296e-05	-999
0	0.00946438	999	2.11658e-05	-999
1	0.015	0.001	0.00100001	7.71401e-09
2	0.0237733	0.002	0.00200001	7.6598e-09
3	0.0376781	0.003	0.00300001	7.59656e-09
4	0.0597157	0.004	0.00400001	7.52959e-09
5	0.0946428	0.005	0.00500001	7.46363e-09
6	0.149998	0.006	0.00600001	7.40607e-09
7	0.237731	0.007	0.00700001	7.36283e-09
8	0.376778	0.008	0.00800001	7.33073e-09
9	0.597151	0.009	0.00900001	7.30012e-09
10	0.946419	0.01	0.01	7.26304e-09
11	1.49997	0.011	0.011	7.26808e-09
1	0.015	0.001	0.00100001	8.02304e-09
2	0.0237733	0.002	0.00200001	7.95893e-09
3	0.0376781	0.003	0.00300001	7.88616e-09
4	0.0597157	0.004	0.00400001	7.81181e-09
5	0.0946428	0.005	0.00500001	7.74553e-09
6	0.149998	0.006	0.00600001	7.69421e-09
7	0.237731	0.007	0.00700001	7.65509e-09
8	0.376778	0.008	0.00800001	7.61845e-09
9	0.597151	0.009	0.00900001	7.57537e-09
10	0.946419	0.01	0.01	7.52374e-09
11	1.49997	0.011	0.011	7.49229e-09
0	0.00946438	999	2.10728e-05	-999
1	0.015	0.001	0.00100001	7.77999e-09
1	0.015	0.001	0.00100077	7.7422e-07
2	0.0237733	0.002	0.00200001	7.78499e-09
2	0.0237733	0.002	0.00200092	9.24577e-07
3	0.0376781	0.003	0.00300001	7.75731e-09
3	0.0376781	0.003	0.00300107	1.06692e-06
4	0.0597157	0.004	0.00400001	7.71134e-09
4	0.0597157	0.004	0.00400121	1.20545e-06
5	0.0946428	0.005	0.00500001	7.66e-09
5	0.0946428	0.005	0.00500134	1.34197e-06
6	0.149998	0.006	0.00600001	7.61579e-09
6	0.149998	0.006	0.00600148	1.47741e-06
7	0.237731	0.007	0.00700001	7.58317e-09
7	0.237731	0.007	0.00700161	1.61221e-06
8	0.376778	0.008	0.00800001	7.55572e-09
8	0.376778	0.008	0.00800175	1.74663e-06
9	0.597151	0.009	0.00900001	7.52387e-09
9	0.597151	0.009	0.00900188	1.88082e-06
10	0.946419	0.01	0.01	7.4824e-09
10	0.946419	0.01	0.010002	2.01488e-06
11	1.49997	0.011	0.011	7.52616e-09
11	1.49997	0.011	0.0110021	2.14887e-06
1	0.015	0.001	0.00100001	8.06789e-09
2	0.0237733	0.002	0.00200001	8.00615e-09
3	0.0376781	0.003	0.00300001	7.94209e-09
4	0.0597157	0.004	0.00400001	7.88426e-09
5	0.0946428	0.005	0.00500001	7.83633e-09
6	0.149998	0.006	0.00600001	7.79609e-09
7	0.237731	0.007	0.00700001	7.75455e-09
8	0.376778	0.008	0.00800001	7.70515e-09
9	0.597151	0.009	0.00900001	7.6472e-09
10	0.946419	0.01	0.01	7.56839e-09
11	1.49997	0.011	0.011	7.59954e-09
1	0.015	0.001	0.00100001	8.09517e-09
2	0.0237733	0.002	0.00200001	8.00914e-09
3	0.0376781	0.003	0.00300001	7.92737e-09
4	0.0597157	0.004	0.00400001	7.85504e-09
5	0.0946428	0.005	0.00500001	7.79426e-09
6	0.149998	0.006	0.00600001	7.74338e-09
7	0.237731	0.007	0.00700001	7.69487e-09
8	0.376778	0.008	0.00800001	7.64124e-09
9	0.597151	0.009	0.00900001	7.58122e-09
10	0.946419	0.01	0.01	7.51711e-09
11	1.49997	0.011	0.011	7.56565e-09
1	0.015	0.001	0.00100001	7.97263e-09
2	0.0237733	0.002	0.00200001	7.92005e-09
3	0.0376781	0.003	0.00300001	7.85831e-09
4	0.0597157	0.004	0.00400001	7.79818e-09
5	0.0946428	0.005	0.00500001	7.74616e-09
6	0.149998	0.006	0.00600001	7.70427e-09
7	0.237731	0.007	0.00700001	7.66663e-09
8	0.376778	0.008	0.00800001	7.62396e-09
9	0.597151	0.009	0.00900001	7.57102e-09
10	0.946419	0.01	0.01	7.46885e-09
11	1.49997	0.011	0.011	7.18193e-09
1	0.015	0.001	0.00100001	7.9049e-09
1	0.015	0.001	0.0010012	1.20157e-06
2	0.0237733	0.002	0.00200001	7.83852e-09
2	0.0237733	0.002	0.00200134	1.33771e-06
3	0.0376781	0.003	0.00300001	7.76911e-09
3	0.0376781	0.003	0.00300147	1.47252e-06
4	0.0597157	0.004	0.00400001	7.70626e-09
4	0.0597157	0.004	0.00400161	1.60655e-06
5	0.0946428	0.005	0.00500001	7.65514e-09
5	0.0946428	0.005	0.00500174	1.74009e-06
6	0.149998	0.006	0.00600001	7.61575e-09
6	0.149998	0.006	0.00600187	1.87331e-06
7	0.237731	0.007	0.00700001	7.5807e-09
7	0.237731	0.007	0.00700201	2.00631e-06
8	0.376778	0.008	0.00800001	7.54039e-09
8	0.376778	0.008	0.00800214	2.13917e-06
9	0.597151	0.009	0.00900001	7.491e-09
9	0.597151	0.009	0.00900227	2.27195e-06
10	0.946419	0.01	0.01	7.43353e-09
10	0.946419	0.01	0.0100024	2.40466e-06
11	1.49997	0.011	0.011	7.46785e-09
11	1.49997	0.011	0.0110025	2.53733e-06
0	0.00946438	999	2.10331e-05	-999
1	0.015	0.001	0.00100001	7.59969e-09
2	0.0237733	0.002	0.00200001	7.57222e-09
3	0.0376781	0.003	0.00300001	7.5263e-09
4	0.0597157	0.004	0.00400001	7.4717e-09
5	0.0946428	0.005	0.00500001	7.41972e-09
6	0.149998	0.006	0.00600001	7.37939e-09
7	0.237731	0.007	0.00700001	7.34984e-09
8	0.376778	0.008	0.00800001	7.32234e-09
9	0.597151	0.009	0.00900001	7.28852e-09
10	0.946419	0.01	0.01	7.2435e-09
11	1.49997	0.011	0.011	7.24715e-09
0	0.00946438	999	2.11394e-05	-999
1	0.015	0.001	0.00100001	7.94259e-09
1	0.015	0.001	0.00100101	1.00965e-06
2	0.0237733	0.002	0.00200001	7.89536e-09
2	0.0237733	0.002	0.00200115	1.14735e-06
3	0.0376781	0.003	0.00300001	7.83366e-09
3	0.0376781	0.003	0.00300128	1.28245e-06
4	0.0597157	0.004	0.00400001	7.7683e-09
4	0.0597157	0.004	0.00400142	1.41611e-06
5	0.0946428	0.005	0.00500001	7.71007e-09
5	0.0946428	0.005	0.00500155	1.549e-06
6	0.149998	0.006	0.00600001	7.66413e-09
6	0.149998	0.006	0.00600168	1.68143e-06
7	0.237731	0.007	0.00700001	7.62715e-09
7	0.237731	0.007	0.00700182	1.81749e-06
8	0.376778	0.008	0.00800001	7.58974e-09
8	0.376778	0.008	0.00800195	1.95348e-06
9	0.597151	0.009	0.00900001	7.5446e-09
9	0.597151	0.009	0.00900209	2.08937e-06
10	0.946419	0.01	0.01	7.48647e-09
10	0.946419	0.01	0.0100022	2.22522e-06
11	1.49997	0.011	0.011	7.46531e-09
11	1.49997	0.011	0.0110024	2.36102e-06
0	0.00946438	999	2.00103e-05	-999
0	0.00946438	999	2.10498e-05	-999
1	0.015	0.001	0.00100001	7.83644e-09
1	0.015	0.001	0.0010011	1.10107e-06
2	0.0237733	0.002	0.00200001	7.77495e-09
2	0.0237733	0.002	0.00200124	1.24018e-06
3	0.0376781	0.003	0.00300001	7.70734e-09
3	0.0376781	0.003	0.00300138	1.37735e-06
4	0.0597157	0.004	0.00400001	7.63799e-09
4	0.0597157	0.004	0.00400151	1.51336e-06
5	0.0946428	0.005	0.00500001	7.57118e-09
5	0.0946428	0.005	0.00500165	1.64859e-06
6	0.149998	0.006	0.00600001	7.51462e-09
6	0.149998	0.006	0.00600178	1.78332e-06
7	0.237731	0.007	0.00700001	7.47345e-09
7	0.237731	0.007	0.00700192	1.91772e-06
8	0.376778	0.008	0.00800001	7.44328e-09
8	0.376778	0.008	0.00800205	2.05187e-06
9	0.597151	0.009	0.00900001	7.41413e-09
9	0.597151	0.009	0.00900219	2.18586e-06
10	0.946419	0.01	0.01	7.37743e-09
10	0.946419	0.01	0.0100023	2.31974e-06
11	1.49997	0.011	0.011	7.48733e-09
11	1.49997	0.011	0.0110025	2.45352e-06
0	0.00946438	999	2.00018e-05	-999
1	0.015	0.001	0.00100001	7.79166e-09
2	0.0237733	0.002	0.00200001	7.70816e-09
3	0.0376781	0.003	0.00300001	7.62908e-09
4	0.0597157	0.004	0.00400001	7.55808e-09
5	0.0946428	0.005	0.00500001	7.50172e-09
6	0.149998	0.006	0.00600001	7.46048e-09
7	0.237731	0.007	0.00700001	7.42662e-09
8	0.376778	0.008	0.00800001	7.38979e-09
9	0.597151	0.009	0.00900001	7.34384e-09
10	0.946419	0.01	0.01	7.28022e-09
11	1.49997	0.011	0.011	7.88313e-09
1	0.015	0.001	0.00100001	7.71521e-09
2	0.0237733	0.002	0.00200001	7.68772e-09
3	0.0376781	0.003	0.00300001	7.64008e-09
4	0.0597157	0.004	0.00400001	7.58323e-09
5	0.0946428	0.005	0.00500001	7.5293e-09
6	0.149998	0.006	0.00600001	7.48752e-09
7	0.237731	0.007	0.00700001	7.45627e-09
8	0.376778	0.008	0.00800001	7.42653e-09
9	0.597151	0.009	0.00900001	7.39005e-09
10	0.946419	0.01	0.01	7.34407e-09
11	1.49997	0.011	0.011	7.27493e-09
1	0.015	0.001	0.00100001	7.57821e-09
2	0.0237733	0.002	0.00200001	7.59835e-09
3	0.0376781	0.003	0.00300001	7.58179e-09
4	0.0597157	0.004	0.00400001	7.54455e-09
5	0.0946428	0.005	0.00500001	7.49772e-09
6	0.149998	0.006	0.00600001	7.45282e-09
7	0.237731	0.007	0.00700001	7.41779e-09
8	0.376778	0.008	0.00800001	7.39081e-09
9	0.597151	0.009	0.00900001	7.36288e-09
10	0.946419	0.01	0.01	7.32288e-09
11	1.49997	0.011	0.011	7.12076e-09
0	0.00946438	999	2.12624e-05	-999
1	0.015	0.001	0.00100001	8.14564e-09
1	0.015	0.001	0.00100156	1.56252e-06
2	0.0237733	0.002	0.00200001	8.08168e-09
2	0.0237733	0.002	0.00200169	1.68936e-06
3	0.0376781	0.003	0.00300001	8.00785e-09
3	0.0376781	0.003	0.00300181	1.81043e-06
4	0.0597157	0.004	0.00400001	7.93356e-09
4	0.0597157	0.004	0.00400193	1.93077e-06
5	0.0946428	0.005	0.00500001	7.8682e-09
5	0.0946428	0.005	0.00500205	2.05462e-06
6	0.149998	0.006	0.00600001	7.81587e-09
6	0.149998	0.006	0.00600218	2.17992e-06
7	0.237731	0.007	0.00700001	7.77267e-09
7	0.237731	0.007	0.00700231	2.30605e-06
8	0.376778	0.008	0.00800001	7.73016e-09
8	0.376778	0.008	0.00800243	2.4328e-06
9	0.597151	0.009	0.00900001	7.68136e-09
9	0.597151	0.009	0.00900256	2.55998e-06
10	0.946419	0.01	0.01	7.62396e-09
10	0.946419	0.01	0.0100027	2.68752e-06
11	1.49997	0.011	0.011	7.63002e-09
11	1.49997	0.011	0.0110028	2.81534e-06
0	0.00946438	999	2.10296e-05	-999
0	0.00946438	999	2.11179e-05	-999
1	0.015	0.001	0.00100001	7.78971e-09
1	0.015	0.001	0.00100113	1.13009e-06
2	0.0237733	0.002	0.00200001	7.72813e-09
2	0.0237733	0.002	0.00200126	1.26345e-06
3	0.0376781	0.003	0.00300001	7.66276e-09
3	0.0376781	0.003	0.0030014	1.39532e-06
4	0.0597157	0.004	0.00400001	7.60327e-09
4	0.0597157	0.004	0.00400153	1.52638e-06
5	0.0946428	0.005	0.00500001	7.55499e-09
5	0.0946428	0.005	0.00500166	1.657e-06
6	0.149998	0.006	0.00600001	7.51766e-09
6	0.149998	0.006	0.00600179	1.78735e-06
7	0.237731	0.007	0.00700001	7.48254e-09
7	0.237731	0.007	0.00700192	1.91758e-06
8	0.376778	0.008	0.00800001	7.44036e-09
8	0.376778	0.008	0.00800205	2.04778e-06
9	0.597151	0.009	0.00900001	7.38789e-09
9	0.597151	0.009	0.00900218	2.178e-06
10	0.946419	0.01	0.01	7.32435e-09
10	0.946419	0.01	0.0100023	2.30828e-06
11	1.49997	0.011	0.011	7.21585e-09
11	1.49997	0.011	0.0110024	2.43865e-06
0	0.00946438	999	2.1034e-05	-999
1	0.015	0.001	0.00100001	7.9451e-09
2	0.0237733	0.002	0.00200001	7.86782e-09
3	0.0376781	0.003	0.00300001	7.78953e-09
4	0.0597157	0.004	0.00400001	7.72001e-09
5	0.0946428	0.005	0.00500001	7.66531e-09
6	0.149998	0.006	0.00600001	7.6241e-09
7	0.237731	0.007	0.00700001	7.58824e-09
8	0.376778	0.008	0.00800001	7.54774e-09
9	0.597151	0.009	0.00900001	7.49777e-09
10	0.946419	0.01	0.01	7.43843e-09
11	1.49997	0.011	0.011	7.52667e-09
0	0.00946438	999	2.11362e-05	-999
1	0.015	0.001	0.00100001	7.83024e-09
1	0.015	0.001	0.00100102	1.02385e-06
2	0.0237733	0.002	0.00200001	7.83965e-09
2	0.0237733	0.002	0.00200117	1.16647e-06
3	0.0376781	0.003	0.00300001	7.81306e-09
3	0.0376781	0.003	0.00300131	1.30583e-06
4	0.0597157	0.004	0.00400001	7.76875e-09
4	0.0597157	0.004	0.00400144	1.4436e-06
5	0.0946428	0.005	0.00500001	7.72101e-09
5	0.0946428	0.005	0.00500158	1.58094e-06
6	0.149998	0.006	0.00600001	7.67823e-09
6	0.149998	0.006	0.00600172	1.71794e-06
7	0.237731	0.007	0.00700001	7.6421e-09
7	0.237731	0.007	0.00700185	1.8547e-06
8	0.376778	0.008	0.00800001	7.6057e-09
8	0.376778	0.008	0.00800199	1.99132e-06
9	0.597151	0.009	0.00900001	7.56101e-09
9	0.597151	0.009	0.00900213	2.12785e-06
10	0.946419	0.01	0.01	7.50334e-09
10	0.946419	0.01	0.0100023	2.26431e-06
11	1.49997	0.011	0.011	7.32376e-09
11	1.49997	0.011	0.0110024	2.40072e-06
0	0.00946438	999	2.10286e-05	-999
0	0.00946438	999	2.11154e-05	-999
1	0.015	0.001	0.00100001	7.68739e-09
1	0.015	0.001	0.00100102	1.02066e-06
