1	0.015	0.001	0.00100001	7.85131e-09
2	0.0237733	0.002	0.00200001	7.79935e-09
3	0.0376781	0.003	0.00300001	7.73573e-09
4	0.0597157	0.004	0.00400001	7.66911e-09
5	0.0946428	0.005	0.00500001	7.60988e-09
6	0.149998	0.006	0.00600001	7.56444e-09
7	0.237731	0.007	0.00700001	7.52973e-09
8	0.376778	0.008	0.00800001	7.49646e-09
9	0.597151	0.009	0.00900001	7.45639e-09
10	0.946419	0.01	0.01	7.40618e-09
11	1.49997	0.011	0.011	7.36492e-09
1	0.015	0.001	0.00100001	7.64788e-09
2	0.0237733	0.002	0.00200001	7.59035e-09
3	0.0376781	0.003	0.00300001	7.52526e-09
4	0.0597157	0.004	0.00400001	7.46195e-09
5	0.0946428	0.005	0.00500001	7.41041e-09
6	0.149998	0.006	0.00600001	7.37301e-09
7	0.237731	0.007	0.00700001	7.34277e-09
8	0.376778	0.008	0.00800001	7.31018e-09
9	0.597151	0.009	0.00900001	7.26949e-09
10	0.946419	0.01	0.01	7.22028e-09
11	1.49997	0.011	0.011	7.15916e-09
1	0.015	0.001	0.00100001	7.86388e-09
2	0.0237733	0.002	0.00200001	7.79734e-09
3	0.0376781	0.003	0.00300001	7.72544e-09
4	0.0597157	0.004	0.00400001	7.65895e-09
5	0.0946428	0.005	0.00500001	7.6059e-09
6	0.149998	0.006	0.00600001	7.56613e-09
7	0.237731	0.007	0.00700001	7.53168e-09
8	0.376778	0.008	0.00800001	7.49246e-09
9	0.597151	0.009	0.00900001	7.44324e-09
10	0.946419	0.01	0.01	7.38519e-09
11	1.49997	0.011	0.011	7.28111e-09
1	0.015	0.001	0.00100001	7.83671e-09
2	0.0237733	0.002	0.00200001	7.76216e-09
3	0.0376781	0.003	0.00300001	7.68935e-09
4	0.0597157	0.004	0.00400001	7.628e-09
5	0.0946428	0.005	0.00500001	7.58246e-09
6	0.149998	0.006	0.00600001	7.54882e-09
7	0.237731	0.007	0.00700001	7.51531e-09
8	0.376778	0.008	0.00800001	7.47232e-09
9	0.597151	0.009	0.00900001	7.41646e-09
10	0.946419	0.01	0.01	7.32037e-09
11	1.49997	0.011	0.011	7.50599e-09
0	0.00946438	999	2.00164e-05	-999
1	0.015	0.001	0.00100001	7.92312e-09
2	0.0237733	0.002	0.00200001	7.86058e-09
3	0.0376781	0.003	0.00300001	7.789e-09
4	0.0597157	0.004	0.00400001	7.71642e-09
5	0.0946428	0.005	0.00500001	7.65364e-09
6	0.149998	0.006	0.00600001	7.60707e-09
7	0.237731	0.007	0.00700001	7.57169e-09
8	0.376778	0.008	0.00800001	7.53683e-09
9	0.597151	0.009	0.00900001	7.49453e-09
10	0.946419	0.01	0.01	7.44269e-09
11	1.49997	0.011	0.011	7.35355e-09
1	0.015	0.001	0.00100001	8.24302e-09
2	0.0237733	0.002	0.00200001	8.15434e-09
3	0.0376781	0.003	0.00300001	8.07266e-09
4	0.0597157	0.004	0.00400001	8.00335e-09
5	0.0946428	0.005	0.00500001	7.95098e-09
6	0.149998	0.006	0.00600001	7.91005e-09
7	0.237731	0.007	0.00700001	7.86961e-09
8	0.376778	0.008	0.00800001	7.8207e-09
9	0.597151	0.009	0.00900001	7.76106e-09
10	0.946419	0.01	0.01	7.69301e-09
11	1.49997	0.011	0.011	7.72569e-09
1	0.015	0.001	0.00100001	8.27446e-09
1	0.015	0.001	0.00100113	1.13026e-06
2	0.0237733	0.002	0.00200001	8.19949e-09
2	0.0237733	0.002	0.00200126	1.26321e-06
3	0.0376781	0.003	0.00300001	8.12041e-09
3	0.0376781	0.003	0.00300139	1.3946e-06
4	0.0597157	0.004	0.00400001	8.0497e-09
4	0.0597157	0.004	0.00400153	1.52516e-06
5	0.0946428	0.005	0.00500001	7.99335e-09
5	0.0946428	0.005	0.00500166	1.65528e-06
6	0.149998	0.006	0.00600001	7.94908e-09
6	0.149998	0.006	0.00600179	1.78516e-06
7	0.237731	0.007	0.00700001	7.90845e-09
7	0.237731	0.007	0.00700191	1.91492e-06
8	0.376778	0.008	0.00800001	7.86188e-09
8	0.376778	0.008	0.00800204	2.04466e-06
9	0.597151	0.009	0.00900001	7.80529e-09
9	0.597151	0.009	0.00900217	2.17443e-06
10	0.946419	0.01	0.01	7.74115e-09
