0	1.65
1	1.67
2	1.68939
3	1.70938
4	1.72859
5	1.74857
6	1.76792
7	1.78788
8	1.80865
9	1.82859
10	1.84792
11	1.86784
12	1.887
13	1.90691
14	1.9262
15	1.94609
16	1.97264
17	1.99251
18	2.01177
19	2.03162
20	2.0507
21	2.07053
22	2.08975
23	2.10956
24	2.13017
25	2.14996
26	2.16913
27	2.1889
28	2.2079
29	2.22765
30	2.24678
31	2.26651
32	1.65
33	1.631
34	1.61241
35	1.59347
36	1.5746
37	1.5557
38	1.53719
39	1.51834
40	1.49696
41	1.47814
42	1.45971
43	1.44094
44	1.42218
45	1.40346
46	1.3851
47	1.36643
48	1.33704
49	1.31838
50	1.30008
51	1.28147
52	1.26281
53	1.24424
54	1.22603
55	1.20752
56	1.18617
57	1.16769
58	1.14955
59	1.13113
60	1.11258
61	1.0942
62	1.07615
63	1.05782
0	1.65
1	1.67131
2	1.68781
3	1.70911
4	1.72961
5	1.75089
6	1.76737
7	1.78863
8	1.81168
9	1.83292
10	1.84937
11	1.8706
12	1.89104
13	1.91225
14	1.92867
15	1.94986
16	1.97209
17	1.99326
18	2.00965
19	2.0308
20	2.05116
21	2.07228
22	2.08864
23	2.10975
24	2.13262
25	2.1537
26	2.17002
27	2.19108
28	2.21135
29	2.23239
30	2.24868
31	2.26969
32	1.65
33	1.62985
34	1.61228
35	1.59218
36	1.5731
37	1.55305
38	1.53556
39	1.51556
40	1.49982
41	1.47985
42	1.46243
43	1.44252
44	1.42354
45	1.40367
46	1.38633
47	1.36651
48	1.34811
49	1.3283
50	1.311
51	1.29125
52	1.27235
53	1.25265
54	1.23543
55	1.21578
56	1.19999
57	1.18037
58	1.16322
59	1.14366
60	1.12488
61	1.10537
62	1.0883
63	1.06884
0	1.65
1	1.67
2	1.68836
3	1.70834
4	1.73185
5	1.75182
6	1.77015
7	1.7901
8	1.8074
9	1.82734
10	1.84565
11	1.86556
12	1.889
13	1.9089
14	1.92718
15	1.94706
16	1.96178
17	1.98164
18	1.99989
19	2.01973
20	2.04309
21	2.06292
22	2.08112
23	2.10093
24	2.11811
25	2.1379
26	2.15607
27	2.17583
28	2.19909
29	2.21884
30	2.23696
31	2.25669
32	1.65
33	1.63082
34	1.61294
35	1.59381
36	1.57722
37	1.55813
38	1.54033
39	1.52129
40	1.49321
41	1.47422
42	1.45649
43	1.43754
44	1.42104
45	1.40213
46	1.38449
47	1.36563
48	1.34526
49	1.32642
50	1.30882
51	1.29002
52	1.27359
53	1.25483
54	1.23731
55	1.21861
56	1.19064
57	1.17198
58	1.15453
59	1.13592
60	1.11959
61	1.10103
62	1.08367
63	1.06515
0	1.65
1	1.66976
2	1.69091
3	1.71066
4	1.72163
5	1.74137
6	1.76248
7	1.7822
8	1.81916
9	1.83886
10	1.85993
11	1.87961
12	1.89055
13	1.91022
14	1.93126
15	1.95091
16	1.97853
17	1.99816
18	2.01916
19	2.03877
20	2.04966
21	2.06926
22	2.09022
23	2.10979
24	2.14645
25	2.166
26	2.1869
27	2.20643
28	2.21727
29	2.23678
30	2.25764
31	2.27712
32	1.65
33	1.63156
34	1.61515
35	1.59676
36	1.58688
37	1.56852
38	1.55218
39	1.53386
40	1.48213
41	1.46388
42	1.44762
43	1.42941
