0	1.65
1	1.6257
2	1.60585
3	1.58155
4	1.56888
5	1.54459
6	1.52473
7	1.50043
8	1.50075
9	1.47645
10	1.45659
11	1.43229
12	1.41963
13	1.39533
14	1.37548
15	1.35118
16	1.37579
17	1.3515
18	1.33164
19	1.30734
20	1.29468
21	1.27038
22	1.25053
23	1.22623
24	1.22654
25	1.20224
26	1.18239
27	1.15809
28	1.14543
29	1.12113
30	1.10128
31	1.07699
32	1.65
33	1.6257
34	1.60585
35	1.58155
36	1.56888
37	1.54459
38	1.52473
39	1.50043
40	1.50075
41	1.47645
42	1.45659
43	1.43229
44	1.41963
45	1.39533
46	1.37548
47	1.35118
48	1.37579
49	1.3515
50	1.33164
51	1.30734
52	1.29468
53	1.27038
54	1.25053
55	1.22623
56	1.22654
57	1.20224
58	1.18239
59	1.15809
60	1.14543
61	1.12113
62	1.10128
63	1.07699
0	1.65
1	1.62407
2	1.60803
3	1.5821
4	1.56724
5	1.54131
6	1.52526
7	1.49934
8	1.50109
9	1.47516
10	1.45912
11	1.43319
12	1.41833
13	1.3924
14	1.37636
15	1.35043
16	1.37326
17	1.34734
18	1.33129
19	1.30536
20	1.2905
21	1.26458
22	1.24853
23	1.2226
24	1.22436
25	1.19843
26	1.18238
27	1.15646
28	1.1416
29	1.11567
30	1.09963
31	1.0737
32	1.65
33	1.62407
34	1.60803
35	1.5821
36	1.56724
37	1.54131
38	1.52526
39	1.49934
40	1.50109
41	1.47516
42	1.45912
43	1.43319
44	1.41833
45	1.3924
46	1.37636
47	1.35043
48	1.37326
49	1.34734
50	1.33129
51	1.30536
52	1.2905
53	1.26458
54	1.24853
55	1.2226
56	1.22436
57	1.19843
58	1.18238
59	1.15646
60	1.1416
61	1.11567
62	1.09963
63	1.0737
0	1.65
1	1.62439
2	1.60604
3	1.58043
4	1.57279
5	1.54719
6	1.52883
7	1.50323
8	1.49906
9	1.47345
10	1.4551
11	1.42949
12	1.42186
13	1.39625
14	1.37789
15	1.35229
16	1.37812
17	1.35251
18	1.33416
19	1.30855
20	1.30091
21	1.27531
22	1.25695
23	1.23135
24	1.22718
25	1.20158
26	1.18322
27	1.15762
28	1.14998
29	1.12438
30	1.10603
31	1.08042
32	1.65
33	1.62439
34	1.60604
35	1.58043
36	1.57279
37	1.54719
38	1.52883
39	1.50323
40	1.49906
41	1.47345
42	1.4551
43	1.42949
