0	1.65
1	1.66003
2	1.66947
3	1.67949
4	1.68868
5	1.69869
6	1.70813
7	1.71815
8	1.7276
9	1.73761
10	1.74704
11	1.75705
12	1.76621
13	1.77621
14	1.78563
15	1.79561
16	1.80587
17	1.81584
18	1.82523
19	1.83517
20	1.84427
21	1.85418
22	1.86349
23	1.87334
24	1.8826
25	1.89235
26	1.90148
27	1.91109
28	1.9198
29	1.92919
30	1.93792
31	1.94701
32	1.64979
33	1.63995
34	1.63051
35	1.62049
36	1.61131
37	1.6013
38	1.59186
39	1.58184
40	1.57239
41	1.56238
42	1.55295
43	1.54295
44	1.53378
45	1.52378
46	1.51436
47	1.50438
48	1.49412
49	1.48415
50	1.47475
51	1.46481
52	1.45571
53	1.4458
54	1.43648
55	1.42662
56	1.41736
57	1.4076
58	1.39845
59	1.38883
60	1.3801
61	1.37069
62	1.36194
63	1.35282
