0	1.65
1	1.6683
2	1.68728
3	1.70557
4	1.72613
5	1.7444
6	1.76336
7	1.78162
8	1.805
9	1.82324
10	1.84217
11	1.8604
12	1.8809
13	1.89911
14	1.918
15	1.9362
16	1.96224
17	1.98041
18	1.99925
19	2.0174
20	2.03781
21	2.05594
22	2.07474
23	2.09285
24	2.11601
25	2.13409
26	2.15284
27	2.1709
28	2.19119
29	2.20922
30	2.2279
31	2.2459
32	1.65
33	1.63237
34	1.61386
35	1.59627
36	1.57575
37	1.55818
38	1.53971
39	1.52218
40	1.49783
41	1.48031
42	1.46189
43	1.4444
44	1.42393
45	1.40647
46	1.38809
47	1.37067
48	1.34099
49	1.32358
50	1.30525
51	1.28787
52	1.26744
53	1.25009
54	1.23182
55	1.2145
56	1.19014
57	1.17285
58	1.15463
59	1.13738
60	1.11704
61	1.09982
62	1.08166
63	1.06448
0	1.65
1	1.66919
2	1.68628
3	1.70546
4	1.72649
5	1.74565
6	1.76271
7	1.78187
8	1.80572
9	1.82486
10	1.8419
11	1.86102
12	1.88198
13	1.90108
14	1.91809
15	1.93718
16	1.96022
17	1.97928
18	1.99624
19	2.01528
20	2.03615
21	2.05517
22	2.07209
23	2.09109
24	2.11472
25	2.13369
26	2.15057
27	2.16951
28	2.19026
29	2.20917
30	2.22599
31	2.24487
32	1.65
33	1.63158
34	1.6138
35	1.59541
36	1.57504
37	1.55668
38	1.53894
39	1.52061
40	1.49995
41	1.48164
42	1.46394
43	1.44566
44	1.42534
45	1.40709
46	1.38944
47	1.37122
48	1.34749
49	1.32929
50	1.31167
51	1.2935
52	1.27323
53	1.25509
54	1.23752
55	1.21942
56	1.19871
57	1.18064
58	1.16312
59	1.14508
60	1.12488
61	1.10688
62	1.08943
63	1.07147
0	1.65
1	1.66855
2	1.687
3	1.70554
4	1.72873
5	1.74725
6	1.76568
7	1.78419
8	1.80536
9	1.82385
10	1.84225
11	1.86073
12	1.88385
13	1.90231
14	1.92068
15	1.93912
16	1.95908
17	1.9775
18	1.99582
19	2.01422
20	2.03724
21	2.05562
22	2.0739
23	2.09225
24	2.11322
25	2.13155
26	2.14979
27	2.16809
28	2.19098
29	2.20925
30	2.22742
31	2.24566
32	1.65
33	1.63199
34	1.61383
35	1.59585
36	1.5765
37	1.55854
38	1.54043
39	1.52251
40	1.49533
41	1.47743
42	1.45936
43	1.44149
44	1.42218
45	1.40434
46	1.38631
47	1.36851
48	1.34323
49	1.32543
50	1.30744
51	1.28968
52	1.27041
53	1.25268
54	1.23475
55	1.21706
56	1.18988
57	1.17222
58	1.15434
59	1.13671
60	1.11752
61	1.09992
62	1.08211
63	1.06455
0	1.65
1	1.66799
2	1.6882
3	1.70618
4	1.72216
5	1.74013
6	1.76031
7	1.77826
8	1.80895
9	1.82689
10	1.84703
11	1.86496
12	1.88089
13	1.8988
14	1.91891
15	1.93681
16	1.96312
17	1.98098
18	2.00104
19	2.01888
20	2.03475
21	2.05258
22	2.07259
23	2.0904
24	2.1208
25	2.13858
26	2.15854
27	2.17628
28	2.19206
29	2.20978
30	2.22968
31	2.24737
32	1.65
33	1.6329
34	1.61576
35	1.59869
36	1.58296
37	1.56591
38	1.54881
39	1.53178
40	1.49164
41	1.47464
42	1.45759
43	1.44062
44	1.42493
45	1.40799
46	1.39097
47	1.37406
48	1.33952
49	1.32263
50	1.30565
51	1.28879
52	1.27313
53	1.25629
54	1.23936
55	1.22256
56	1.18253
57	1.16577
58	1.1489
59	1.13217
60	1.11656
61	1.09986
62	1.08304
63	1.06638
