0	1.65007
1	1.65952
2	1.66877
3	1.67828
4	1.68755
5	1.69706
6	1.7063
7	1.7158
8	1.72542
9	1.73493
10	1.74416
11	1.75367
12	1.76294
13	1.77245
14	1.78168
15	1.79119
16	1.80096
17	1.81047
18	1.81971
19	1.82921
20	1.83849
21	1.84799
22	1.85723
23	1.86674
24	1.87636
25	1.88587
26	1.89511
27	1.90462
28	1.91389
29	1.92339
30	1.93263
31	1.94213
32	1.64988
33	1.64041
34	1.63115
35	1.62163
36	1.61236
37	1.60285
38	1.59362
39	1.58412
40	1.5745
41	1.565
42	1.55577
43	1.54627
44	1.53701
45	1.5275
46	1.51827
47	1.50877
48	1.49899
49	1.48949
50	1.48025
51	1.47074
52	1.46147
53	1.45196
54	1.44272
55	1.43321
56	1.42358
57	1.41406
58	1.40481
59	1.39529
60	1.386
61	1.37647
62	1.3672
63	1.35765
