

channel	0	amp	0.0260009	start	2.51005e-05	out	2.51111e-05
channel	1	amp	0.0260009	start	2.51005e-05	out	2.51111e-05
channel	2	amp	0.0260009	start	2.51005e-05	out	2.51111e-05
channel	3	amp	0.0260009	start	2.51005e-05	out	2.51111e-05
channel	4	amp	0.0260009	start	2.51005e-05	out	2.51111e-05
channel	5	amp	0.0260009	start	2.51005e-05	out	2.51111e-05
channel	6	amp	0.0260009	start	2.51005e-05	out	2.51111e-05
channel	7	amp	0.0260009	start	2.51005e-05	out	2.51111e-05
channel	8	amp	0.0260009	start	2.51005e-05	out	2.51111e-05
channel	9	amp	0.0260009	start	2.51005e-05	out	2.51111e-05
channel	10	amp	0.0260009	start	2.51005e-05	out	2.51111e-05
channel	11	amp	0.0260009	start	2.51005e-05	out	2.51111e-05
channel	12	amp	0.0260009	start	2.51005e-05	out	2.51111e-05
channel	13	amp	0.0260009	start	2.51005e-05	out	2.51111e-05
channel	14	amp	0.0260009	start	2.51005e-05	out	2.51111e-05
channel	15	amp	0.0260009	start	2.51005e-05	out	2.51111e-05
channel	0	amp	0.0260009	start	2.51005e-05	out	3.83211e-05
channel	1	amp	0.0260009	start	2.51005e-05	out	3.83211e-05
channel	2	amp	0.0260009	start	2.51005e-05	out	3.83211e-05
channel	3	amp	0.0260009	start	2.51005e-05	out	3.83211e-05
channel	4	amp	0.0260009	start	2.51005e-05	out	3.83211e-05
channel	5	amp	0.0260009	start	2.51005e-05	out	3.83211e-05
channel	6	amp	0.0260009	start	2.51005e-05	out	3.83211e-05
channel	7	amp	0.0260009	start	2.51005e-05	out	3.83211e-05
channel	8	amp	0.0260009	start	2.51005e-05	out	3.83211e-05
channel	9	amp	0.0260009	start	2.51005e-05	out	3.83211e-05
channel	10	amp	0.0260009	start	2.51005e-05	out	3.83211e-05
channel	11	amp	0.0260009	start	2.51005e-05	out	3.83211e-05
channel	12	amp	0.0260009	start	2.51005e-05	out	3.83211e-05
channel	13	amp	0.0260009	start	2.51005e-05	out	3.83211e-05
channel	14	amp	0.0260009	start	2.51005e-05	out	3.83211e-05
channel	15	amp	0.0260009	start	2.51005e-05	out	3.83211e-05


channel	0	amp	0.0520009	start	5.01005e-05	out	5.0111e-05
channel	1	amp	0.0520009	start	5.01005e-05	out	5.0111e-05
channel	2	amp	0.0520009	start	5.01005e-05	out	5.0111e-05
channel	3	amp	0.0520009	start	5.01005e-05	out	5.0111e-05
channel	4	amp	0.0520009	start	5.01005e-05	out	5.0111e-05
channel	5	amp	0.0520009	start	5.01005e-05	out	5.0111e-05
channel	6	amp	0.0520009	start	5.01005e-05	out	5.0111e-05
channel	7	amp	0.0520009	start	5.01005e-05	out	5.0111e-05
channel	8	amp	0.0520009	start	5.01005e-05	out	5.0111e-05
channel	9	amp	0.0520009	start	5.01005e-05	out	5.0111e-05
channel	10	amp	0.0520009	start	5.01005e-05	out	5.0111e-05
channel	11	amp	0.0520009	start	5.01005e-05	out	5.0111e-05
channel	12	amp	0.0520009	start	5.01005e-05	out	5.0111e-05
channel	13	amp	0.0520009	start	5.01005e-05	out	5.0111e-05
channel	14	amp	0.0520009	start	5.01005e-05	out	5.0111e-05
channel	15	amp	0.0520009	start	5.01005e-05	out	5.0111e-05
channel	0	amp	0.0520009	start	5.01005e-05	out	6.43726e-05
channel	1	amp	0.0520009	start	5.01005e-05	out	6.43726e-05
channel	2	amp	0.0520009	start	5.01005e-05	out	6.43726e-05
